-0.501883 , 0.398007 , 0.301681
-0.356686 , 0.541342 , 0.437
-0.00799814 , 0.620641 , 0.621978
0.202359 , 0.477613 , 0.851691
0.256216 , 0.511293 , 0.673509
0.0487052 , 0.841731 , 0.537415
-0.105895 , 0.768639 , 0.75633
0.362699 , 0.764781 , 0.715911
0.56415 , 0.0932673 , 0.92372
0.574242 , 0.113325 , 1.09005
0.392938 , 0.150511 , 1.19053
-0.0372606 , -0.3636 , 1.02975
-0.188208 , -0.30075 , 0.963074
-0.283155 , -0.183929 , 0.860531
-0.312652 , -0.0799476 , 0.760854
-0.383179 , 0.40423 , 0.761675
-0.329113 , 0.821058 , 0.418689
-0.293849 , 0.776402 , 0.830547
-0.455404 , 0.817004 , 0.538488
-0.397218 , 0.89295 , 0.154436
-0.458241 , 0.595016 , -0.0381484
-0.601883 , 0.39659 , 0.0450429
-0.601883 , 0.39659 , 0.0450429
-0.636314 , 0.481059 , 0.607285
-0.53834 , 0.335035 , 1.01759
-0.342282 , -0.107054 , 1.16909
-0.244663 , -0.380133 , 1.00776
-0.235636 , -0.397131 , 0.970188
-0.191113 , -0.4668 , 0.751932
-0.158246 , -0.500969 , 0.564832
-0.0113742 , -0.525082 , 0.585125
-0.00204176 , -0.613671 , 0.444664
-0.198224 , -0.520556 , 0.448259
-0.111883 , -0.501993 , 0.201681
