-0.501883 , 0.398007 , 0.301681
-0.249632 , 0.612363 , 0.443147
0.0667391 , 0.615899 , 0.581614
0.015954 , 0.619027 , 0.666889
0.318236 , 0.495646 , 0.789797
0.476927 , 0.262556 , 0.760958
0.546354 , 0.0184892 , 0.724133
0.506434 , -0.0295974 , 0.747705
0.42363 , -0.140558 , 0.785829
0.342579 , -0.266031 , 0.809957
0.269493 , -0.398549 , 0.818231
0.389427 , -0.17018 , 0.84903
0.299196 , -0.260064 , 0.745505
0.351494 , -0.169267 , 0.74434
0.174391 , -0.271887 , 0.65434
0.24093 , -0.215201 , 0.728893
0.269967 , -0.117701 , 0.686569
0.225127 , -0.0579468 , 0.708609
0.158771 , -0.101523 , 0.756385
0.0953311 , -0.108174 , 0.797783
0.0510567 , -0.0877844 , 0.831796
0.00905854 , -0.0644025 , 0.777548
-0.0819012 , 0.0391584 , 0.650514
-0.251085 , 0.103806 , 0.678466
-0.346725 , 0.0502407 , 0.747577
-0.307005 , -0.114524 , 0.857556
-0.345924 , 0.0820274 , 0.858647
-0.323345 , 0.0148634 , 0.976365
-0.268311 , 0.395938 , 1.0094
-0.301099 , 0.432367 , 1.05889
-0.322005 , 0.314633 , 1.14133
-0.40917 , 0.445557 , 1.07066
-0.47402 , 0.630956 , 0.782824
-0.412524 , 0.521475 , 0.851253
-0.567498 , 0.452094 , 0.602103
-0.601883 , 0.39659 , 0.0450429
-0.601883 , 0.39659 , 0.0450429
-0.571093 , 0.665281 , 0.20331
-0.658296 , 0.711745 , 0.339365
-0.848759 , 0.373138 , 0.540934
-0.722214 , 0.20838 , 0.835062
-0.609491 , 0.097061 , 1.02541
-0.609486 , 0.185062 , 0.993761
-0.501584 , 0.141712 , 1.09126
-0.41078 , 0.159499 , 1.19497
-0.332702 , 0.219698 , 1.25095
-0.284824 , 0.290581 , 1.26581
-0.27669 , 0.308602 , 1.26498
-0.00675653 , 0.0261594 , 1.29295
0.224108 , -0.222654 , 1.16712
0.173745 , -0.305719 , 1.14396
0.314114 , -0.461807 , 1.00415
0.277324 , -0.481483 , 0.964018
0.065159 , -0.579249 , 0.80191
0.0594018 , -0.596675 , 0.633033
-0.154223 , -0.463153 , 0.56598
-0.103692 , -0.439155 , 0.476514
-0.0780897 , -0.430106 , 0.388672
-0.0878665 , -0.449445 , 0.337748
-0.209119 , -0.424704 , 0.304233
-0.111883 , -0.501993 , 0.201681
