-0.501883 , 0.398007 , 0.301681
-0.444599 , 0.469762 , 0.345063
-0.372922 , 0.547042 , 0.422326
-0.397822 , 0.539262 , 0.441607
-0.396146 , 0.56467 , 0.347695
-0.379238 , 0.580718 , 0.252472
-0.350139 , 0.584252 , 0.159929
-0.349755 , 0.584212 , 0.158915
-0.39662 , 0.487221 , 0.0858058
-0.39662 , 0.487221 , 0.0858058
-0.368228 , 0.566728 , 0.145772
-0.357799 , 0.625283 , 0.20229
-0.260224 , 0.688793 , 0.24847
-0.149029 , 0.730127 , 0.294836
-0.0298527 , 0.746644 , 0.340175
0.0912085 , 0.73728 , 0.38336
0.208068 , 0.702584 , 0.423379
0.315092 , 0.644612 , 0.459354
0.407475 , 0.56671 , 0.490557
0.481538 , 0.473203 , 0.516418
0.534902 , 0.36903 , 0.536522
0.566563 , 0.259355 , 0.55061
0.576848 , 0.149192 , 0.558572
0.516198 , 0.117349 , 0.588786
0.4646 , 0.120086 , 0.57668
0.413759 , 0.0330579 , 0.557591
0.380446 , -0.0349916 , 0.55281
0.383996 , -0.0565532 , 0.509843
0.382942 , -0.029634 , 0.52145
0.392299 , 0.0107259 , 0.454046
0.40727 , 0.0133733 , 0.43624
0.433319 , 0.067445 , 0.382983
0.488358 , 0.044602 , 0.363011
0.554583 , 0.00265298 , 0.386943
0.564152 , 0.00534627 , 0.350635
0.602426 , 0.118463 , 0.391777
0.655597 , 0.199297 , 0.358561
0.673648 , 0.293232 , 0.434435
0.730748 , 0.332635 , 0.409343
0.723637 , 0.368547 , 0.41615
0.728015 , 0.468204 , 0.42953
0.754935 , 0.409047 , 0.479391
0.763999 , 0.281146 , 0.567079
0.784865 , 0.286096 , 0.465869
0.77964 , 0.216547 , 0.615079
0.79643 , 0.26063 , 0.663822
0.755888 , 0.255919 , 0.814027
0.699007 , 0.269383 , 0.937008
0.619762 , 0.260766 , 1.04663
0.524731 , 0.230638 , 1.13584
0.421212 , 0.182021 , 1.19973
0.320421 , 0.122547 , 1.23511
0.375041 , 0.0690391 , 1.22569
0.358971 , 0.00586185 , 1.22428
0.330807 , -0.0569632 , 1.24667
0.289558 , -0.129416 , 1.24443
0.235617 , -0.201488 , 1.23777
0.254707 , -0.252418 , 1.19405
0.294941 , -0.264351 , 1.14499
0.221284 , -0.334497 , 1.14241
0.235055 , -0.340141 , 1.12048
0.351083 , -0.296127 , 1.06605
0.277485 , -0.355645 , 1.03863
0.29147 , -0.366764 , 0.9812
0.217337 , -0.407191 , 0.939905
0.118699 , -0.430826 , 0.907888
0.14162 , -0.451496 , 0.888718
0.0707689 , -0.463398 , 0.881397
0.0212426 , -0.449418 , 0.835691
-0.0218114 , -0.434215 , 0.789431
-0.0762555 , -0.421147 , 0.751387
-0.127891 , -0.4073 , 0.732667
-0.128581 , -0.431719 , 0.681047
-0.185989 , -0.412734 , 0.696281
-0.188676 , -0.45149 , 0.630862
-0.124079 , -0.470791 , 0.560768
-0.0681961 , -0.468564 , 0.563068
-0.132132 , -0.3919 , 0.538925
-0.103372 , -0.414986 , 0.53059
-0.026285 , -0.429432 , 0.517687
0.00771525 , -0.419258 , 0.480959
-0.0152737 , -0.406857 , 0.484011
-0.0543291 , -0.372477 , 0.507573
-0.094609 , -0.385954 , 0.509003
-0.0702512 , -0.420989 , 0.489243
-0.0524602 , -0.434752 , 0.466377
0.0395041 , -0.459032 , 0.391376
0.123642 , -0.462306 , 0.328732
0.117894 , -0.452191 , 0.29238
0.101269 , -0.465678 , 0.305252
0.0642889 , -0.454723 , 0.269941
-0.0125595 , -0.464814 , 0.317667
0.0293495 , -0.489879 , 0.250319
-0.0185497 , -0.510875 , 0.221172
-0.111883 , -0.501993 , 0.201681
