-0.501883 , 0.398007 , 0.301681
-0.467967 , 0.427932 , 0.315936
-0.45178 , 0.44982 , 0.327538
-0.406341 , 0.482992 , 0.354629
-0.356764 , 0.510864 , 0.381397
-0.303685 , 0.532934 , 0.407729
-0.247802 , 0.548781 , 0.433514
-0.189859 , 0.558068 , 0.458644
-0.130642 , 0.560547 , 0.483014
-0.070965 , 0.55607 , 0.506522
-0.0116572 , 0.544582 , 0.529068
0.0464472 , 0.526134 , 0.550559
0.102522 , 0.500872 , 0.570904
0.155762 , 0.469044 , 0.59002
0.205392 , 0.430994 , 0.607825
0.250683 , 0.387156 , 0.624248
0.290958 , 0.338052 , 0.639219
0.325606 , 0.284283 , 0.652676
0.35409 , 0.226518 , 0.664566
0.375955 , 0.165492 , 0.674838
0.390834 , 0.101989 , 0.683452
0.398458 , 0.0368329 , 0.690373
0.398653 , -0.0291225 , 0.695575
0.391351 , -0.0950074 , 0.699036
0.376585 , -0.159948 , 0.700746
0.354494 , -0.223077 , 0.7007
0.325317 , -0.283552 , 0.6989
0.289394 , -0.340559 , 0.695357
0.247155 , -0.393331 , 0.690088
0.199124 , -0.441156 , 0.683119
0.145902 , -0.483388 , 0.674483
0.0881637 , -0.519456 , 0.664219
0.0266472 , -0.548872 , 0.652374
-0.0378571 , -0.57124 , 0.639001
-0.0415519 , -0.55799 , 0.684822
-0.0356904 , -0.567973 , 0.68993
-0.11132 , -0.579648 , 0.660687
-0.0965052 , -0.54748 , 0.69239
-0.104918 , -0.549752 , 0.747641
-0.088212 , -0.545666 , 0.818763
-0.108873 , -0.545343 , 0.852746
-0.157393 , -0.545596 , 0.887198
-0.186124 , -0.534044 , 0.897953
-0.222262 , -0.524156 , 0.917507
-0.256552 , -0.497207 , 0.959427
-0.259517 , -0.445249 , 0.99648
-0.264946 , -0.430469 , 1.04181
-0.260891 , -0.427662 , 1.05067
-0.274835 , -0.417452 , 1.05415
-0.258016 , -0.409814 , 1.07022
-0.250981 , -0.389259 , 1.1046
-0.267395 , -0.372271 , 1.10061
-0.28091 , -0.356157 , 1.11704
-0.245822 , -0.341812 , 1.14609
-0.290399 , -0.329109 , 1.15253
-0.225089 , -0.330393 , 1.1775
-0.189285 , -0.330219 , 1.20448
-0.242676 , -0.313186 , 1.20371
-0.299023 , -0.294572 , 1.18162
-0.257687 , -0.312739 , 1.20341
-0.244354 , -0.303141 , 1.21265
-0.297207 , -0.277612 , 1.21395
-0.245045 , -0.276866 , 1.22428
-0.305218 , -0.235877 , 1.20948
-0.272734 , -0.23397 , 1.23871
-0.309937 , -0.20853 , 1.2339
-0.294814 , -0.204264 , 1.25079
-0.218001 , -0.233918 , 1.27676
-0.117569 , -0.284249 , 1.2861
-0.0664524 , -0.305412 , 1.28819
-0.136869 , -0.24485 , 1.29663
-0.163469 , -0.207786 , 1.29996
