-0.501883 , 0.398007 , 0.301681
-0.403663 , 0.599972 , 0.622186
-0.0675342 , 0.737636 , 0.394523
0.116859 , 0.691221 , 0.284441
-0.39662 , 0.487221 , 0.0858058
-0.39662 , 0.487221 , 0.0858058
0.0130874 , 0.734285 , 0.38257
0.433433 , 0.536267 , 0.538777
0.567526 , 0.134897 , 0.582355
0.4991 , 0.40509 , 0.582035
0.521416 , 0.336444 , 0.611002
0.219077 , 0.527018 , 0.658971
0.19548 , 0.214438 , 0.776713
0.0295494 , -0.292101 , 0.745024
0.135096 , -0.297527 , 0.746799
0.264329 , -0.334508 , 0.892069
0.17378 , -0.342201 , 1.12418
0.0470579 , -0.466726 , 1.11248
-0.114383 , -0.617107 , 0.828661
0.00829342 , -0.560052 , 0.327959
-0.0203169 , -0.381752 , 0.384576
0.211914 , -0.373279 , 0.40604
0.0485248 , -0.531249 , 0.273558
-0.111883 , -0.501993 , 0.201681
